DATE	NUMARTS	COUNTTYPE	NUMBER	OBJECTTYPE	GEO_TYPE	GEO_FULLNAME	GEO_COUNTRYCODE	GEO_ADM1CODE	GEO_LAT	GEO_LONG	GEO_FEATUREID	CAMEOEVENTIDS	SOURCES	SOURCEURLS
20160308	1	CRISISLEX_C03_WELLBEING_HEALTH	4		3	Fremont, California, United States	US	USCA	35.1916	-117.577	252893	518925930,518906344,519073773,518926769,518923236	wingatewire.com	http://wingatewire.com/2016/03/08/california-commuter-train-derails-at-least-14-hurt/
20160308	1	KILL	2019		4	Mortlake, New South Wales, Australia	AS	AS02	-33.85	151.117	-1589002	518896761,519062133,518896597,519062860	weeklytimesnow.com.au	http://www.weeklytimesnow.com.au/country-living/photographer-ruby-canning-is-firmly-focused-on-farming-life/news-story/fe0c8b72ac12b6cddf58285153700feb?nk=31dd36bc40cf84c265d3a4d5eb16bd21-1457449494
20160308	1	AFFECT	3		1	Luxembourg	LU	LU	49.75	6.1667	LU	518852788,518852789,518852790,518901649,518901650,518852875,518853973,518902394	business-standard.com	http://www.business-standard.com/article/pti-stories/eu-agrees-to-work-for-turkish-deal-on-migrants-luxembourg-pm-116030800083_1.html
20160308	1	CRISISLEX_T03_DEAD	1		4	Buhari, Kano, Nigeria	NI	NI29	11.4148	8.25082	-2008713	518929948,518929972,518930048,518857327,518930612,518930911,518931064,518931602	dailytrust.com.ng	http://www.dailytrust.com.ng/news/opinion/fulani-herdsmen-what-s-their-beef/136910.html
20160308	1	CRISISLEX_C07_SAFETY	02		2	Maryland, United States	US	USMD	39.0724	-76.7902	md		onenewspage.com	http://www.onenewspage.com/n/US/759jti617/Suspect-accused-of-killing-teenagers-with-speeding.htm
20160308	1	KILL	7		1	Hong Kong	HK	HK	22.25	114.167	HK	518898567,519022456,519022458,519022902,519022906,519022940,519022941,519024750	ejinsight.com	http://www.ejinsight.com/20160308-why-the-place-of-birth-debate-on-localists-is-misplaced/
20160308	1	AFFECT	87		0								app.com	http://www.app.com/story/news/local/emergencies/2016/03/08/marlboro-silver-alert/81470092/
20160308	1	AFFECT	29	kids	2	New Jersey, United States	US	USNJ	40.314	-74.5089	nj	519115195,518845016,519115703,519115773,518849257,519117534	nj1015.com	http://nj1015.com/critical-silver-alert-have-you-seen-this-87-year-old-man-with-heart-problems/
20160308	1	CRISISLEX_C07_SAFETY	11	church officials	1	United States	US	US	38	-97	US	518888276,518888700,518888704,518889564,518889579,518889596,518889615,518890359,518890463,518890692	buzzfeed.com	http://www.buzzfeed.com/claudiakoerner/polygamous-towns-found-guilty-of-violating-nonbelievers-righ
20160308	1	CRISISLEX_T09_DISPLACEDRELOCATEDEVACUATED	2	procedures	4	Otsuchi, Iwate, Japan	JA	JA16	39.3667	141.9	-241386	519123603,519123937,519123939	usatoday.com	http://www.usatoday.com/story/news/world/2016/03/08/5-years-later-japan-still-struggles-recover-tsunami-disaster/81431884/
20160308	1	CRISISLEX_C03_WELLBEING_HEALTH	14		2	Kentucky, United States	US	USKY	37.669	-84.6514	ky	519153272,519153276,519153412,519153413,519153436	ambienteja.info	http://ambienteja.info/2016/03/08/fact-checking-the-republican-presidential-debate.html
20160308	8	SOC_POINTSOFINTEREST_JAIL	3	friends succeeded	1	Malaysia	MY	MY	2.5	112.5	MY		yahoo.com;yahoo.com;yahoo.com;yahoo.com;yahoo.com;yahoo.com;yahoo.com;yahoo.com	https://sg.news.yahoo.com/great-wall-trump-faces-great-hurdles-082755622--election.html<UDIV>https://sg.news.yahoo.com/saudi-foreign-minister-arrives-india-013004237.html<UDIV>https://sg.news.yahoo.com/benin-presidential-election-set-second-round-run-off-111502476.html<UDIV>https://sg.news.yahoo.com/no-corruption-issue-against-modi-government-jaitley-161205772--finance.html<UDIV>https://sg.news.yahoo.com/latest-trump-says-hand-salute-fun-124544446--election.html<UDIV>https://sg.news.yahoo.com/u-slaps-export-curbs-chinas-zte-over-alleged-141702452--business.html<UDIV>https://sg.news.yahoo.com/judge-allows-california-high-speed-rail-project-proceed-170357912.html<UDIV>https://sg.news.yahoo.com/eu-agrees-turkish-deal-migrants-summit-next-week-234247951.html
20160308	1	KILL	168		4	Jerusalem, Israel (General), Israel	IS	IS00	31.7667	35.2333	-797092	519104339,519111294,519130973,519152695,519152698,519152699,519152700,519120784,518996788,519153363	rt.com	https://www.rt.com/news/334921-american-killed-jaffa-israel/
20160308	1	DISPLACED	2000	residents	1	Myanmar	BM	BM	22	98	BM		refworld.org	http://www.refworld.org/docid/56dea2f35f.html
20160308	1	KILL	2	members	4	Kaduna, Kaduna, Nigeria	NI	NI23	10.5231	7.44028	-2014086	519039757,518987626	tv360nigeria.com	http://www.tv360nigeria.com/frsc-release-interim-reports-cause-crash-ocholi/
20160308	1	KILL	10	ground	1	United Kingdom	UK	UK	54	-2	UK	519162120,519184898,519185326,519138791,519185953,519185961,519185989,519186226,519186228,519186229,519186231,519186232,519186233,519186234,519186235,519186649,519186651	newsoxy.com	http://www.newsoxy.com/world/b-52-bombers-isis-189741.html
20160308	1	PROTEST	2000	Venus	1	United Kingdom	UK	UK	54	-2	UK	519023325,519023362,519109742	universetoday.com	http://www.universetoday.com/113412/how-do-we-terraform-venus/
20160308	1	AFFECT	200	trailer homes	1	United States	US	US	38	-97	US		american-reporter.com	http://www.american-reporter.com/5,382/991.html
20160308	1	WOUND	2	officers	0							518845725,519092570,519092906	examinergazette.com	http://examinergazette.com/2016/03/07/suspect-nabbed-in-fatal-stabbing-2-assaults-in-queens.html
20160308	1	ARREST	2		3	Seneca Lake, New York, United States	US	USNY	42.6129	-76.9183	974079	519022642,519023021,519023078,519023085,519024189	alternet.org	http://www.alternet.org/environment/bill-mckibben-and-dozens-more-arrested-ongoing-campaign-against-proposed-gas-storage
20160308	1	KILL	400		1	India	IN	IN	20	77	IN		unicef.org	https://blogs.unicef.org/blog/five-facts-about-poop-in-india/
20160308	1	SOC_GENERALCRIME	2	elements xC	1	Libya	LY	LY	25	17	LY	519022431,519022432,519023926,519023927,519024060	moroccantimes.com	http://moroccantimes.com/2016/03/18269/another-terrorist-cell-dismantled-in-morocco-five-arrests
20160308	1	AFFECT	24		2	Virginia, United States	US	USVA	37.768	-78.2057	va		wavy.com	http://wavy.com/2016/03/08/developers-to-cut-ribbon-on-mixed-income-community-in-vb/
20160308	1	SEIZE	18000000	worth	4	Kotoka International Airport, Ghana (General), Ghana	GH	GH00	5.60419	-0.16738	-2074770		pulse.com.gh	http://pulse.com.gh/business/illegal-gold-trade-gold-smuggling-costs-ghana-360-million-in-tax-revenue-id4776034.html
20160308	3	KIDNAP	4		1	Nigeria	NI	NI	10	8	NI	519099787,519100949,518997947,519101046,519101488,519060897,519101493,519101692,519101698,519101712,519133608,519133609,519052167,519134458,519134568,519134569,519101046,519101488,519101493,519135306,519135307,519135308,519135584,519135585,519135736,519099787,519101046,519101488,519060897,519101493,518949794,519101692,519101698	thenewsnigeria.com.ng;nairaland.com;pmnewsnigeria.com	http://thenewsnigeria.com.ng/2016/03/ekiti-lawmakers-claim-1mln-bribe-offer-to-impeach-fayose/<UDIV>http://www.nairaland.com/2978521/ekiti-lawmakers-offered-1m-remove<UDIV>http://www.pmnewsnigeria.com/2016/03/08/ekiti-lawmakers-say-1m-earmarked-for-fayoses-impeachment/
20160308	1	REFUGEES	9	grandchildren	1	South Sudan	OD	OD	8	30	OD	518868788,519184931,518868788,519186410,519186506,519186507,519186934	vice.com	http://www.vice.com/read/australian-photojournalist-ilana-rose-photographs-the-worlds-women
20160308	9	CRISISLEX_CRISISLEXREC	2		1	Congo	CF	CF	-1	15	CF	519111744,519111745,519112901,519112902,519112903,519111744,519111745,519112901,519116918,519112902,519112903,519111744,519111745,519112901,519112902,519112903,519158173,519154889,519158483,519158484,519158508,519158519,519159381,519159382,519159398,519158173,519154889,519179016,519179017,519179018,519158508,519179076,519179077,519158519,519159398	channelnewsasia.com;thestar.com.my;channelnewsasia.com;theguardian.com;yahoo.com;heraldsun.com.au;reliefweb.int;gulf-times.com;humanitariannews.org	http://www.channelnewsasia.com/news/business/international/equity-markets-see-red/2584852.html<UDIV>http://www.thestar.com.my/business/business-news/2016/03/09/equity-markets-see-red-over-chinese-data/<UDIV>http://www.channelnewsasia.com/news/business/equity-markets-see-red/2584852.html<UDIV>http://www.theguardian.com/business/2016/mar/08/mining-shares-fall-china-exports-7-years<UDIV>https://au.finance.yahoo.com/news/equity-markets-see-red-over-075020987.html<UDIV>http://www.heraldsun.com.au/business/breaking-news/two-dead-at-glencore-mine/news-story/eaaa363b26d77d9deb76505720f2a6ef<UDIV>http://reliefweb.int/report/democratic-republic-congo/two-shot-dead-drcongo-clashes-over-gold-mine-access<UDIV>http://www.gulf-times.com/story/483828/Europe-shares-hit-1-week-low-after-weak-China-data<UDIV>http://humanitariannews.org/20160309/democratic-republic-congo-two-shot-dead-drcongo-clashes-over-gold-mine-access
20160308	1	WOUND	2		1	France	FR	FR	46	2	FR		lacrossetribune.com	http://lacrossetribune.com/lifestyles/home-and-garden/avoid-these-rookie-decorating-mistakes/article_2e93157b-6f22-585c-ad63-4d0595262520.html
20160308	1	CRISISLEX_T03_DEAD	4		3	San Bruno, California, United States	US	USCA	37.6305	-122.411	277616	518905792,518905792	santacruzsentinel.com	http://www.santacruzsentinel.com/general-news/20160307/judge-delays-san-bruno-explosion-trial-against-pge/1
20160308	2	CRISISLEX_T03_DEAD	10		1	Kenya	KE	KE	1	38	KE	518865583,518894731,518894774,518894775,518895329,518895693,518895694,518895695,518895696,518895697,518895698,518896098,518896099,518896100,518896101,519042985	yorktonnews.com;the-star.co.ke	http://www.yorktonnews.com/kenya-army-air-raid-kills-al-shabab-s-intelligence-chief-1.2176828<UDIV>http://www.the-star.co.ke/news/2016/03/08/prosecution-in-moses-kuria-hate-speech-case-wants-witness-recalled_c1308938
20160308	1	CRISISLEX_T02_INJURED	4	firefighters x	3	Littlestown, Pennsylvania, United States	US	USPA	39.7445	-77.088	1213982	518530534,519165351,519165352	pikecountycourier.com	http://www.pikecountycourier.com/apps/pbcs.dll/article?AID=/20160308/NEWS02/160309955/Columbia-Gas-says-house-explosion-was-isolated-incident
20160308	1	KILL	11		4	Blue Mountains, Queensland, Australia	AS	AS04	-21.6333	148.967	-1559960		dailyadvertiser.com.au	http://www.dailyadvertiser.com.au/story/3777343/drink-driving-message-is-not-being-heard/?cs=150
20160308	3	CRISISLEX_CRISISLEXREC	5		3	Channelview, Texas, United States	US	USTX	29.7761	-95.1147	1373053	518902046,518937807,519047552,519047568,519047569,518872950,518847613,519048937,519049023,519049043,519049044,519049049,519049166,519049240,518902046,518937807,519047552,519047568,519047569,518872950,518847613,519048937,519049023,519049043,519049044,519049049,519049166,519049240,518902046,518937807,519047552,519047568,519047569,519048937,518855823,519049023,519049043,519049044,519049049,519049166,519049240	thespec.com;therecord.com;nationalpost.com	http://www.thespec.com/news-story/6380639-death-row-killer-looking-forward-to-execution/<UDIV>http://www.therecord.com/news-story/6380639-death-row-killer-looking-forward-to-execution/<UDIV>http://news.nationalpost.com/news/world/after-17-years-on-texas-death-row-a-man-who-murdered-his-ex-wife-is-looking-forward-to-execution
20160308	5	WOUND	264		2	Massachusetts, United States	US	USMA	42.2373	-71.5314	ma		couriermail.com.au;adelaidenow.com.au;heraldsun.com.au;dailytelegraph.com.au;news.com.au	http://www.couriermail.com.au/news/world/boston-marathon-bombing-survivor-victoria-mcgrath-killed-in-dubai-car-crash/news-story/bfde1ecac7334b00dc66690c8e43270f?nk=5080f7cfc139d178254594c5e42c0b9d-1457394504<UDIV>http://www.adelaidenow.com.au/news/world/boston-marathon-bombing-survivor-victoria-mcgrath-killed-in-dubai-car-crash/news-story/bfde1ecac7334b00dc66690c8e43270f<UDIV>http://www.heraldsun.com.au/news/world/boston-marathon-bombing-survivor-victoria-mcgrath-killed-in-dubai-car-crash/news-story/bfde1ecac7334b00dc66690c8e43270f<UDIV>http://www.dailytelegraph.com.au/news/world/boston-marathon-bombing-survivor-victoria-mcgrath-killed-in-dubai-car-crash/news-story/bfde1ecac7334b00dc66690c8e43270f<UDIV>http://www.news.com.au/world/north-america/boston-marathon-bombing-survivor-victoria-mcgrath-killed-in-dubai-car-crash/news-story/bfde1ecac7334b00dc66690c8e43270f
20160308	1	PROTEST	3	American antigay	1	Uganda	UG	UG	1	32	UG	518982389,518982463,518849229,518982598,518982599,518844477,518982886,518982910,518982911,518983382,518849064,518849229,518856075,518984683,518984684,518984759,518984760,518984787,518984788,518984789,518984790,518861615	boxturtlebulletin.com	http://www.boxturtlebulletin.com/2016/03/08/71823
20160308	8	REFUGEES	2000		1	United Kingdom	UK	UK	54	-2	UK	518857083,518907829,518907830,518907831,518857083,518907829,518907830,518907831,518919869,518919870,518930499,518930500,518930505,518930643,518930644,518930646,518930647,518930650,518930651,518930652,518847196,518931003,518931183,518931184,518931185,518931193,518931230,518931232,518931233,518939776,518940800,518939776,518940800,519111161,519111162,519111177,519111178,518844584,519111475,519111924,519112124,519112128,519112129,519112130,519112131,519112299,519112401,519112402,519112403,519056221,519112425,519112503,519112504,519112565,519112566,519112896,519112897,519112898,519112983,519113127,519113128,519113129,519113214,519113215,519113216,519113247,519113248,519113744	bonhamjournal.com;bonhamjournal.com;wnd.com;wnd.com;bilbaoya.com;telegraph.co.uk;telegraph.co.uk;cbs8.com	http://bonhamjournal.com/2016/03/08/merkel-greece-should-set-up-refugee-homes-fast.html<UDIV>http://bonhamjournal.com/2016/03/08/merkel-greece-should-set-up-refugee-homes-fast.html<UDIV>http://mobile.wnd.com/2016/03/putins-secret-weapon-refugee-migration/<UDIV>http://www.wnd.com/2016/03/putins-secret-weapon-refugee-migration/<UDIV>http://bilbaoya.com/2016/03/08/un-calls-for-resettlement-of-400000-syrians.html<UDIV>http://www.telegraph.co.uk/news/uknews/immigration/12186716/The-one-certainty-of-staying-in-the-EU-is-open-borders.html<UDIV>http://www.telegraph.co.uk/news/uknews/immigration/12186716/The-one-certainty-of-staying-in-the-EU-is-open-borders.html<UDIV>http://www.cbs8.com/story/31288228/migrants-expelled-from-greek-camp-after-protest
20160308	2	KILL	103	passengers	3	Oak Ridge, New York, United States	US	USNY	42.7965	-74.3401	959150	518951364,518951365,518951366,518951921,518951922,518951364,518951365,518951366,518951921,518951922	americanthinker.com;americanthinker.com	http://www.americanthinker.com/articles/2016/03/so_you_want_to_privatize_the_tsa.html<UDIV>http://www.americanthinker.com/articles/2016/03/so_you_want_to_privatize_the_tsa.html
20160308	5	AFFECT	764		1	United Kingdom	UK	UK	54	-2	UK	518846528,518881837,518881838,518881954,518881955,518881957,518883567,518883568,518846528,518881837,518881954,518881955,519019468,519019469,519019580,519019581,519023295,519023327,519023367,519023368,519023375,519023492,519023493,519024760,519024761,519127077,519127129,519127130,519127223,519127224	eveningexpress.co.uk;heraldscotland.com;scotsman.com;scottishhousingnews.com;heraldscotland.com	https://www.eveningexpress.co.uk/pipe/news/scotland/homelessness-services-threatened-by-council-budget-cuts-shelter-scotland-warns/<UDIV>http://www.heraldscotland.com/news/14328014.Shelter_Scotland__Homelessness_services_threatened_by_council_budget_cuts/<UDIV>http://www.scotsman.com/news/homeless-services-threatened-by-council-cuts-warns-charity-1-4051562<UDIV>http://www.scottishhousingnews.com/8229/scotlands-homelessness-services-under-threat-due-to-council-budget-cuts/<UDIV>http://www.heraldscotland.com/news/14329408.Temporary_housing_for_homeless_faces___25m_black_hole/
20160308	1	KILL	80	aged	4	British Isles, United Kingdom (General), United Kingdom	UK	UK00	54	-4	-2590926		manchestereveningnews.co.uk	http://www.manchestereveningnews.co.uk/news/former-rally-champion-who-once-10985214
20160308	1	CRISISLEX_T03_DEAD	5		3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	518871883,518871891,518872947,518847517,518873708,518873893,518873936	suntimes.com	http://homicides.suntimes.com/2016/03/07/week-in-review-killed-in-chicago-violence-12/
20160308	9	AFFECT	75000000		4	Brussels, Bruxelles-capitale, Belgium	BE	BE11	50.8333	4.33333	-1955538	518845326,518845327,518846403,518846404,518846446,518846447,518846448,518846953,518846954,518846958,518846959,518846960,518847085,518847086,518847087,518847465,518847469,518848568,518848573,518848574,518848575,518848576,518848578,518848579,518848597,518848598,518848599,518848837,518848838,518848864,518848897,518848898,518848899,518848910,518848927,518848928,518848929,518850246,518845326,518868862,518846403,518846404,518846446,518846447,518846448,518869461,518846953,518846954,518846958,518846959,518847085,518869822,518847086,518847465,518847469,518848568,518870646,518848574,518848575,518848576,518848578,518870659,518848598,518848599,518870755,518848838,518870762,518896124,518848898,518848899,518848910,518896136,518848928,518848929,518871445,518845326,518845327,518846403,518846404,518846446,518846447,518846448,518846961,518859955,518859956,518847085,518847086,518847087,518847465,518847469,518848568,518848573,518860745,518860746,518848577,518860748,518860749,518848597,518848598,518848599,518848838,518848839,518848864,518860910,518860912,518848903,518848910,518860928,518860930,518845326,518845327,518846403,518846404,518846446,518846447,518846448,518846953,518846954,518846958,518846959,518846960,518847085,518847086,518847087,518847465,518847469,518848568,518848573,518848574,518848575,518848576,518848578,518848579,518848597,518848598,518848599,518848837,518848838,518848864,518848897,518848898,518848899,518848910,518848927,518848928,518848929,518850246,518618946,518926117,518926119,518848366,518926398,518926399,518926494,518926564,518926565,518926569,518845326,518845327,518846403,518846404,518846446,518846447,518846448,518846961,518859955,518859956,518847085,518847086,518847087,518847465,518847469,518848568,518848573,518860745,518860746,518848577,518860748,518860749,518848597,518848598,518848599,518848838,518848839,518848864,518860910,518860912,518848910,518860928,518860930,518845326,518997157,518846403,518846404,518846446,518846447,518846448,518869461,518846953,518846954,518846958,518846959,518998030,518847085,518998048,518847086,518847465,518847469,518848568,518882842,518848574,518848575,518998665,518848576,518848578,518870659,518848598,518848599,518870755,518848838,518870762,518896124,518848898,518848899,518848910,518896136,518848928,518848929,518999087,518845326,518845327,518846403,518846404,518846446,518846447,518846448,518846961,518859955,518859956,518847085,518847086,518847087,518847465,518847469,518848568,518848573,518860745,518860746,518848577,518860748,518860749,518848597,518848598,518848599,518848838,518848839,518848864,518860910,518860912,518848910,518860928,518860930	newschannel6now.com;thehour.com;sacredheartspectrum.com;sfexaminer.com;theday.com;huewire.com;staugustine.com;news-sentinel.com;thonline.com	http://www.newschannel6now.com/story/31401019/turkey-demands-more-money-to-help-eu-tackle-migrant-crisis<UDIV>http://www.thehour.com/news/nation_and_world/turkey-demands-more-money-to-help-eu-tackle-migrant-crisis/article_e22b20c7-0b9c-5b98-b23f-f00b6857913d.html<UDIV>http://sacredheartspectrum.com/2016/03/german-government-concerned-about-press-freedom-in-turkey/<UDIV>http://www.sfexaminer.com/turkey-demands-money-help-eu-tackle-migrant-crisis/<UDIV>http://www.theday.com/nationworld/20160307/turkey-demands-more-money-to-help-eu-tackle-migrant-crisis<UDIV>http://www.huewire.com/miscellaneous/at-least-18-drown-off-the-coast-of-turkey/114985/<UDIV>http://staugustine.com/news/world-news/2016-03-07/turkey-demands-more-money-help-eu-tackle-migrant-crisis<UDIV>http://www.news-sentinel.com/news/us-and-world/Turkey-demands-more-money-to-help-EU-tackle-migrant-crisis<UDIV>http://www.thonline.com/news/national_world/article_4b86a104-169e-5bcf-b142-8d31697aa584.html
20160308	4	KILL	3		4	Haditha, Al Anbar, Iraq	IZ	IZ01	34.1348	42.3772	-3105544	519154890,519155051,519155052,519155504,519155505,519155524,519155525,519155527,519155528,519155566,519084612,519155571,518869598,518960284,519001797,519155769,519155771,519155772,519155773,519155774,519155775,519155776,519155777,519155778,519155779,519155780,519155781,519155783,519155784,519155785,519155786,519155787,519155788,519156110,519156111,519156115,519156116,519156283,519156284,519156285,518900297,519156593,518861411,519156610,519156611,519156612,519156613,519156614,519156615,519156616,519156869,519154890,519155051,519155052,519155504,519155505,519155524,519155525,519155527,519155528,519155566,519084612,519155571,518869598,518960284,519001797,519155769,519155771,519155772,519155773,519155774,519155775,519155776,519155777,519155778,519155779,519155780,519155781,519155783,519155784,519155785,519155786,519155787,519155788,519156110,519156111,519156115,519156116,519156283,519156284,519156285,518900297,519156593,518861411,519156610,519156611,519156612,519156613,519156614,519156615,519156616,519156869,519154890,519155051,519155052,519155504,519155505,519155524,519155525,519155527,519155528,519155566,519084612,519155571,518869598,518960284,519001797,519155769,519155771,519155772,519155773,519155774,519155775,519155776,519155777,519155778,519155779,519155780,519155781,519155783,519155784,519155785,519155786,519155787,519155788,519156110,519156111,519156115,519156116,519156283,519156284,519156285,518900297,519156593,518861411,519156610,519156611,519156612,519156613,519156614,519156615,519156616,519156869,519154890,519155051,519155052,519155504,519155505,519155524,519155525,519155527,519155528,519155566,519084612,519155571,518869598,518960284,519001797,519155769,519155771,519155772,519155773,519155774,519155775,519155776,519155777,519155778,519155779,519155780,519155781,519155783,519155784,519155785,519155786,519155787,519155788,519156110,519156111,519156115,519156116,519156283,519156284,519156285,518900297,519156593,518861411,519156610,519156611,519156612,519156613,519156614,519156615,519156616,519156869	kbzk.com;kpax.com;ktvq.com;kxlf.com	http://www.kbzk.com/story/31416602/operation-iraqi-freedom-and-operation-new-dawn-fast-facts<UDIV>http://www.kpax.com/story/31416602/operation-iraqi-freedom-and-operation-new-dawn-fast-facts<UDIV>http://www.ktvq.com/story/31416602/operation-iraqi-freedom-and-operation-new-dawn-fast-facts<UDIV>http://www.kxlf.com/story/31416602/operation-iraqi-freedom-and-operation-new-dawn-fast-facts
20160308	1	AFFECT	2	different monthly groups	1	United States	US	US	38	-97	US	519107715,519107716,519107760,518968444,519109025,519109026,518909753,519109445,518968444,519109482,519109621	wordpress.com	https://theuglytruth.wordpress.com/2016/03/08/is-donald-trump-really-a-hitler-style-fascist/
20160308	1	WOUND	140		1	Syria	SY	SY	35	38	SY	519104735,518983369,519104797,519105277,519105459,519105467,519105468,519105469,519105470,519105471,519105472,519105575,519105576,519105584,519105586,519105587,519105588,519105590,519105591,519105592,519105594,519105595,519105596,519105598,519105599,519045637,519105628,519105629,519105630,519105632,519105634,519105635,519105641,519105642,519105643,519105644	union-bulletin.com	http://www.union-bulletin.com/news/dead-in-turkey-car-bombings-near-syria/article_08dc81e4-e551-11e5-8f63-10604b9f7e7c.html
20160308	1	CRISISLEX_T02_INJURED	5	victim	0								mcall.com	http://www.mcall.com/news/breaking/mc-t-upper-macungie-rt-222-crash-2-more-ids-20160307-story.html
20160308	1	ARREST	700	comes following	0								brobible.com	http://brobible.com/entertainment/article/leonardo-dicaprios-stepbrother-fugitive/
20160308	1	CRISISLEX_T03_DEAD	45		1	Turkey	TU	TU	39	35	TU	518863586,518863591,518858367,518844887,518863846,518863847,518863848,518852240,518866272,519027948,519027949,519027951,518866279,518863412,518866348,518866349,518866352,518866353	menafn.com	http://www.menafn.com/1094631918/45-killed-in-Tunisia-clashes-near-Libyan-border
20160308	4	ARREST	13		0							518845730,518957757,518957758,518957761,518957765,518957766,518957769,518957794,518957795,518957796,518957797,518958231,518958232,518958233,518958234,518845679	dailycommercial.com;okcfox.com;allafrica.com;fox13memphis.com	http://www.dailycommercial.com/news/article_9bbb3abd-4e68-5130-8712-918ea4cd5aa9.html<UDIV>http://okcfox.com/news/local/police-catch-suspect-accused-of-having-sex-with-a-13-year-old-girl<UDIV>http://allafrica.com/stories/201603080170.html<UDIV>http://www.fox13memphis.com/news/frayser-homes-sprayed-with-gunfire-neighbors-terrified/151026666
20160308	1	ARREST	3	autorickshaw lifters	0							519055662,518853561	bssnews.net	http://www.bssnews.net/newsDetails.php?cat=4&id=559259&date=2016-03-08
20160308	1	ARREST	12	former Guantanamo Bay	1	Cuba	CU	CU	21.5	-80	CU	518975366,518976288,518976289,518976983,518977286,518977371	israelnationalnews.com	http://www.israelnationalnews.com/News/News.aspx/209087
20160308	1	KILL	2000	Australians still turned	1	Australia	AS	AS	-27	133	AS	518914256,518914977,518915212	theguardian.com	http://www.theguardian.com/society/2016/mar/08/homelessness-advocates-call-for-evictions-ban-to-protect-older-women
20160308	2	ARREST	3	pupils	4	Lagos, Lagos, Nigeria	NI	NI05	6.45306	3.39583	-2017355	518912119,518912120,518912121,518912122,518912123,518912124,518912125,518912126,518912127,518912128,518912300,518912307,518912308,518912313,518912314,518912315,518912316,518912456,518912457,518912462,518912463,518912892,518912893,518912894,518912895,518912896,518912897,518912898,518912899,518906141,518912906,518860570,518912909,518936230,518946837,518878797	nigerianpilot.com;pulse.ng	http://nigerianpilot.com/ambode-reiterates-commitment-to-security-of-lives-property/<UDIV>http://pulse.ng/student/rescued-schoolgirls-proprietor-parents-say-thank-you-to-ambode-id4776816.html
20160308	1	ARREST	1		4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	509325943,519167604,519167605,519168176,519168177,519168289,519010153,519168542,519168549,519168550,519168553,519168554,519168555,519168559,519168560,519168561,519168562,519168563,519168564,519168626,519168627,519168628,519168629,519168630,519168631,519168634,519168635,519168681,519168682,519168683,519168684,519168685,519168686,518860803,519168709,519168710,519168711,519168712,519168718,519168719,519168720,519168721,519168722,519168726,519168727,519168728,519168729,518863266,519168730,519168731,519168732	lobelog.com	http://lobelog.com/turmoil-in-eastern-saudi-arabia/
20160308	1	REFUGEES	2018		1	Germany	GM	GM	51	9	GM		greekreporter.com	http://greece.greekreporter.com/2016/03/08/merkel-stresses-need-to-make-humanitarian-conditions-in-greece-viable/
20160308	2	KILL	5		4	Aleppo, ?Alab, Syria	SY	SY09	36.2028	37.1586	-2541857	518850901,518899400,518900072,518900136	china.org.cn;syrianobserver.com	http://www.china.org.cn/world/2016-03/08/content_37964151.htm<UDIV>http://syrianobserver.com/EN/News/30674/Six_Killed_Landmines_Rockets_Hassakeh_Aleppo
20160308	1	AFFECT	801		1	France	FR	FR	46	2	FR		wingatewire.com	http://wingatewire.com/2016/03/08/clinton-sanders-talk-about-their-racial-blind-spots-at/
20160308	1	KILL	4	men	1	Cameroon	CM	CM	6	12	CM	518845540,519075524,518847474,519062189,519075525,518844727,518858481,519062198,519062199,519062478,519062479,519076006,519063170,519063171,519063195,519063196,519063224,519063225,519063227,518847471,519063538,518847474,519063539,519076791,518847480,519063540,519063541,519076801,519063550,519063552,519063653,519063654,518860368,519063655,519063656,519063657,519063658,519063659,519076947,519063662,519063663,519063666,519063667,519063668,519063965,519063966,519063979,519077196,519077197,519069403,519077277,519077891,519077892,519077896,519077897,519077898,519064792,519077956,519064793	reuters.com	http://www.reuters.com/investigates/special-report/japan-detention/
20160308	2	CRISISLEX_C07_SAFETY	35		0							518845743	kvue.com;bnd.com	http://www.kvue.com/news/local/plea-date-set-for-hays-co-judge-facing-dwi/73971572<UDIV>http://www.bnd.com/news/local/crime/article64733652.html
20160308	1	ARREST	12	Street Gonzalez said Salinas	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784		sanangelolive.com	http://sanangelolive.com/news/crime/2016-03-07/evading-and-resisting-arrest-domestic-violence-and-drugs-top-weekend-crimes
20160308	1	AFFECT	2014	communities	1	United States	US	US	38	-97	US		christianitytoday.com	http://www.christianitytoday.com/women/2016/march/why-i-quit-watching-downton-abbey.html
20160308	1	SOC_GENERALCRIME	6	attackers	1	Libya	LY	LY	25	17	LY	518936110,518947061,518870851,518873524,518893931	nysepost.com	http://nysepost.com/tunisia-at-least-53-dead-in-clashes-near-libyan-border-148832
