DATE	NUMARTS	COUNTTYPE	NUMBER	OBJECTTYPE	GEO_TYPE	GEO_FULLNAME	GEO_COUNTRYCODE	GEO_ADM1CODE	GEO_LAT	GEO_LONG	GEO_FEATUREID	CAMEOEVENTIDS	SOURCES	SOURCEURLS
20160308	1	CRISISLEX_CRISISLEXREC	3		4	Peachland, British Columbia, Canada	CA	CA02	49.7667	-119.75	-571028		kelownanow.com	https://www.kelownanow.com/watercooler/health/news/Health/16/03/08/Peachland_Seniors_to_Learn_Life_Saving_Skills/
20160308	3	AFFECT	100		1	Congo	CF	CF	-1	15	CF	519092304,519093590,519178666,518934692,519178667,519178710,518851794,519179014,519179015,519179584,518935067,519179594,519180031,518851800,519178666,518934692,519178667,519178710,518851794,519179014,519179015,519179584,518935067,519179594,519180031,518851800	communityadvocate.com;eastofseattle.news;eastofseattle.news	http://www.communityadvocate.com/2016/03/08/folk-concert-to-benefit-refugee-ministry/<UDIV>http://www.eastofseattle.news/snovalleystar/living/local-optometrist-sets-his-sights-on-care-in-africa/article_57ddb930-e578-11e5-9ec2-0709fc88c708.html<UDIV>http://www.eastofseattle.news/snovalleystar/living/local-optometrist-to-provide-care-in-africa/article_57ddb930-e578-11e5-9ec2-0709fc88c708.html
20160308	1	SOC_GENERALCRIME	80000000		1	Maldives	MV	MV	3.25	73	MV	519026809,519027122,519027458,519027484,519027488,519027489,519027503,519027504,519027597	maldivesindependent.com	http://maldivesindependent.com/politics/judge-pleads-not-guilty-to-forgery-misconduct-charges-122621
20160308	1	CRISISLEX_T02_INJURED	2		3	Menlo, Iowa, United States	US	USIA	41.5192	-94.4044	458983	519115770,519117488,519117489,519117490,519117535	desmoinesregister.com	http://www.desmoinesregister.com/story/news/crime-and-courts/2016/03/08/menlo-man-dead-after-crashing-into-turning-semi-trailer/81478230/
20160308	3	SOC_GENERALCRIME	200		0							518997643	kiro7.com;tamatoledonews.com;wkrg.com	http://www.kiro7.com/news/girl-picks-up-needle-dropped-by-apparent-user-in-walmart/150481234<UDIV>http://www.tamatoledonews.com/page/content.detail/id/551549/Tama-County-Jail-Bookings---Arrests.html?nav=5006<UDIV>http://wkrg.com/2016/03/08/elderly-man-busted-for-painkiller-drug-operation-in-foley/
20160308	1	CRISISLEX_T03_DEAD	10	soldiers	4	Tunis, (Ts26), Tunisia	TS	TS26	36.8028	10.1797	-731701	518844887,518852127,518899177,518899181,518872541,518899356,518846930,518899551,518900068,518900069,518900155,518900156	quadrangleonline.com	http://quadrangleonline.com/2016/03/08/tunisia-45-people-killed-near-libyan-border/
20160308	1	CRISISLEX_T03_DEAD	3	men	4	Rotherham, Rotherham, United Kingdom	UK	UKL3	53.4333	-1.35	-2606551	518844802	mirror.co.uk	http://www.mirror.co.uk/news/uk-news/didcot-power-station-collapse-victims-7513444
20160308	2	KILL	3		1	Somalia	SO	SO	10	49	SO	518852801,518852802,518845152,518845154,518845155,518847321,518847322,518854977,518854978,518854982,518854983,518847900,518847903,518854988,518848797,518848799,518848849,518848850,519038734,519039052,519039053,519039054,519039095,519039107,519039108,519039147,519039154,519039155,518887430,519039703,519040239,519040303,519040306,519040316,519040322,519040418,519040419,519040420	ap.org;strategypage.com	http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-03-07-US--Drone%20Deaths/id-43e90e25ae554b339f2ec55e799cb702<UDIV>https://www.strategypage.com/%5Cqnd%5Cthai%5Carticles%5C20160305.aspx
20160308	7	CRISISLEX_C03_WELLBEING_HEALTH	85		4	Bad Aibling, Bayern, Germany	GM	GM02	47.8667	12	-1743029	518970155,518970155,518970155,519038655,519038656,518953003,518954441,518936277,518940971,518968521,518934420,518931414,518955604,518968563,518950198,518950199,518970155,519038656,518938653,518849252,518953003,518954441,518936277,518940971,518934323,518943260,518968521,518934420,518931414,518955604,518968563,518950198,518950199,518970155,519038656,518938653,518849252,518953003,518954441,518936277,518940971,518934323,518943260,518968521,518934420,518931414,518955604,518968563,518950198,518950199,518970155,519038656,518938653,518849252,518953003,518954441,518936277,518940971,518934323,518943260,518968521,518934420,518931414,518955604,518968563,518950198,518950199	turnto23.com;wkbw.com;newsnet5.com;abc2news.com;kjrh.com;abc2news.com;kshb.com	http://www.turnto23.com/news/national/commuter-train-derails-in-calif-injuring-at-least-10<UDIV>http://www.wkbw.com/news/national/commuter-train-derails-in-calif-injuring-at-least-10<UDIV>http://www.newsnet5.com/news/national/commuter-train-derails-in-calif-injuring-at-least-10<UDIV>http://www.abc2news.com/news/world/commuter-train-derails-in-calif-injuring-at-least-10<UDIV>http://www.kjrh.com/news/national/commuter-train-derails-in-calif-injuring-at-least-10<UDIV>http://www.abc2news.com/homenews/world/commuter-train-derails-in-calif-injuring-at-least-10<UDIV>http://www.kshb.com/news/national/commuter-train-derails-in-calif-injuring-at-least-10
20160308	1	CRISISLEX_C03_WELLBEING_HEALTH	4		4	Juba, Wilayat Bahr Al Jabal, South Sudan	OD	OD01	4.84597	31.6012	-7975	518999552,518999577,518999583,518999615	newagebd.net	http://newagebd.net/209663/4-cops-hurt-in-attempt-to-snatch-away-detained-jl-leader/
20160308	1	STRIKE	1990	example	0								bibliocommons.com	https://bpl.bibliocommons.com/item/show/1734988103_neurotribes
20160308	1	CRISISLEX_CRISISLEXREC	8		4	Sassari, Sardegna, Italy	IT	IT14	40.7272	8.56028	-129050	519047165,519047166	interris.it	http://www.interris.it/en/2016/03/08/87998/slap-en/women-as-targets-of-violence.html
20160308	3	SOC_GENERALCRIME	4	today	4	Mangta, Rajasthan, India	IN	IN24	25.3667	71.4167	-2103829		business-standard.com;business-standard.com;business-standard.com	http://www.business-standard.com/article/pti-stories/couple-arrested-for-murdering-four-of-a-family-in-doda-116030801382_1.html<UDIV>http://www.business-standard.com/article/pti-stories/couple-arrested-for-murdering-four-of-a-family-in-doda-116030801382_1.html<UDIV>http://www.business-standard.com/article/pti-stories/couple-arrested-for-murdering-four-of-a-family-in-doda-116030801382_1.html
20160308	1	REFUGEES	19		0								diymag.com	http://diymag.com/2016/03/08/laura-marling-connan-mockasin-for-guy-garveys-meltdown-festival
20160308	1	WOUND	8		3	Denver, Colorado, United States	US	USCO	39.7392	-104.985	201738		greencarreports.com	http://www.greencarreports.com/news/1102675_why-i-bought-a-new-nissan-leaf-electric-car-2-hours-from-home-8500-net-cost
20160308	4	KIDNAP	2		1	Australia	AS	AS	-27	133	AS	518857027,518888452,518888453,518888676,518888720,518890151,518857027,518888452,518888453,518888676,518888720,518890151,518857027,518888452,518888453,518888676,518888720,518890151,518857027,518888452,518888453,518888676,518888720,518890151	business-standard.com;mangalorean.com;australiannews.net;britainnews.net	http://www.business-standard.com/article/news-ians/two-people-charged-following-deadly-siege-in-sydney-116030800113_1.html<UDIV>http://www.mangalorean.com/two-people-charged-following-deadly-siege-sydney/<UDIV>http://www.australiannews.net/index.php/sid/241984075<UDIV>http://www.britainnews.net/index.php/sid/241984075
20160308	1	TAX_FNCACT_ACTIVISTS	8	antiwar	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	pa	518940738,519119701,519119702,519120153,519120878,519120879,519120880,518858592,519121171,519121294	blackagendareport.com	http://www.blackagendareport.com/content/freedom-rider-burglary-and-cointelpro
20160308	1	AFFECT	2		4	Illawarra, Victoria, Australia	AS	AS07	-37.0667	142.7	-1579342	518895089,518895114,518895133	coomaexpress.com.au	http://www.coomaexpress.com.au/story/2442372/hazardous-substance-closes-central-station-tunnel-platform/?cs=4081
20160308	2	KILL	31		1	Zimbabwe	ZI	ZI	-20	30	ZI		herald.co.zw;thezimbabwedaily.com	http://www.herald.co.zw/road-accidents-are-all-down-to-reckless-humans/<UDIV>http://www.thezimbabwedaily.com/features-opinion-analysis/53811-road-accidents-are-all-down-to-reckless-humans.html
20160308	3	KILL	5	women Vann	2	Indiana, United States	US	USIN	39.8647	-86.2604	in	518871879,519006156,518920947,519006351,519006354,519006390,519007070,519007094,519007095,518871879,519007647,519007746,519007747,519007775,519007776,519007777,519007778,518920947,519007846,518871879,519007778,518920947,519006351,519006354,519006390,519007070,519007094,519007095,518871879,519007647,519007746,519007747,519007775,519007776,519007777,519007778,518920947,519007846,518858601,518845070,519012177,519007094,518866407,519012856,518861214,519012876,518873738,519012905	cdanews.com;cdanews.com;bilbaoya.com	http://cdanews.com/2016/03/suspected-indiana-serial-killer-charged-with-murders-of-five-more-women/<UDIV>https://cdanews.com/2016/03/suspected-indiana-serial-killer-charged-with-murders-of-five-more-women/<UDIV>http://bilbaoya.com/2016/03/08/indiana-man-accused-of-killing-7-women-faces-new-charges.html
20160308	1	KILL	6		1	New Zealand	NZ	NZ	-41	174	NZ		entertainment.ie	http://entertainment.ie/tv-highlight/Born-to-be-Different/378108.htm
20160308	3	AFFECT	434		4	Narrabri, New South Wales, Australia	AS	AS02	-30.3261	149.784	-1590906	518847788,518845368,518864198,518847788,518847788,518845368,518864198,518847788,518847788,518845368,518864198,518847788	narrominenewsonline.com.au;narrominenewsonline.com.au;narrominenewsonline.com.au	http://www.narrominenewsonline.com.au/story/3777187/call-for-expired-pela-to-be-cancelled/?cs=1490<UDIV>http://www.narrominenewsonline.com.au/story/3777187/call-for-expired-pela-to-be-cancelled/?cs=4138<UDIV>http://www.narrominenewsonline.com.au/story/3777187/call-for-expired-pela-to-be-cancelled/
20160308	1	WOUND	3		1	Germany	GM	GM	51	9	GM	519068387,519069234,519070091	thelocal.de	http://www.thelocal.de/20160308/german-sailor-shot-dead-by-pirates-in-the-caribbean
20160308	2	KILL	2019		2	Washington, United States	US	USWA	47.3917	-121.571	wa	518849074,518844920,518849306,518886450,518855833,518849200,518849482,519185267,519185268,518855885,518849200,518866588	redwoodtimes.com;inquisitr.com	http://www.redwoodtimes.com/general-news/20160307/owl-wars-will-shooting-the-barred-owl-protect-its-shy-cousin<UDIV>http://www.inquisitr.com/2868888/former-baltimore-cop-who-slit-a-familys-dogs-throat-gets-45000-in-back-pay/
20160308	1	CRISISLEX_T03_DEAD	4	bystanders	4	Gaza, Israel (General), Israel	IS	IS00	31.4167	34.3333	-797156	519022555,519022594,519022595,519023751,519023752,519023753,519023754,519023755,519023756,519023759,519024244,518915584,519024245,519024248,519024455,519024456	pchrgaza.org	http://pchrgaza.org/en/?p=3110
20160308	1	KILL	65		3	Asbury Park, New Jersey, United States	US	USNJ	40.2204	-74.0121	874396	519161493,519161505,519161565,519161566,519162218,519162221,519162702,519162771,519162772,519162812	usatoday.com	http://www.usatoday.com/story/news/nation-now/2016/03/08/nj-high-court-reverses-dead-mans-murder-conviction/81491722/
20160308	10	SOC_POINTSOFINTEREST_JAIL	50		0							518845743,518845743,518845743,518845743,518957274,518853596,518957274,518853596,518852967,518856726,518852967,518856726,519085923,518845743,518845716,518845764	kspr.com;ky3.com;buckslocalnews.com;buckslocalnews.com;northjersey.com;northjersey.com;chippewa.com;wnbf.com;williamsondailynews.com;starkvilledailynews.com	http://www.kspr.com/news/local/man-is-charged-for-destructive-burglaries-at-businesses/21051620_38391746<UDIV>http://www.ky3.com/news/local/man-is-charged-for-destructive-burglaries-at-businesses/21048998_38391556<UDIV>http://www.buckslocalnews.com/articles/2016/03/07/yardley_news/news/doc56a11ee9a0b0b080201060.txt<UDIV>http://www.buckslocalnews.com/articles/2016/03/07/yardley_news/news/doc56a11ee9a0b0b080201060.txt<UDIV>http://www.northjersey.com/news/crime-and-courts/man-charged-with-burglary-attempt-in-cliffside-park-1.1524088<UDIV>http://www.northjersey.com/news/crime-and-courts/man-charged-with-burglary-attempt-in-cliffside-park-1.1524088<UDIV>http://chippewa.com/dunnconnect/news/local/hearing-set-in-boyceville-sexual-assault-case/article_3c90c8e2-5ba7-534e-b59b-8ba61c269ac1.html<UDIV>http://wnbf.com/walton-men-arrested-for-drugs/<UDIV>http://williamsondailynews.com/news/3638/update-on-mingo-county-day-report<UDIV>http://www.starkvilledailynews.com/content/two-arrests-related-friday-murder
20160308	1	AFFECT	37000000		1	Syria	SY	SY	35	38	SY	519023064,519024112,519024113	yahoo.com	http://finance.yahoo.com/news/report-reveals-horrifying-cost-conflict-120000828.html
20160308	1	KILL	30		3	Walla Walla, Washington, United States	US	USWA	46.0646	-118.343	1512769		nbcrightnow.com	http://www.nbcrightnow.com/story/31415169/walla-walla-county-traffic-safety-task-force-launches-no-text-tuesday
20160308	1	CRISISLEX_T03_DEAD	228	patients	4	Berlin, Berlin, Germany	GM	GM16	52.5167	13.4	-1746443	519173634,518869282,519173691	healio.com	http://www.healio.com/hematology-oncology/pediatric-oncology/news/online/%7Be0f6477b-d5ed-4d92-ab7c-1fac4d4fb4aa%7D/cytogenetics-treatment-variances-may-affect-outcomes-in-pediatric-t821-positive-aml
20160308	1	KILL	17		3	Environmental Protection Agency, District Of Columbia, United States	US	USDC	38.8773	-77.0178	529189		fosterfollynews.com	http://fosterfollynews.com/2016/03/08/epa-takes-strong-steps-to-prevent-poisonings-and-protect-workers-from-paraquat/
20160308	1	CRISISLEX_CRISISLEXREC	2	officers	3	Sacred Heart Church, Virginia, United States	US	USVA	37.1874	-77.3244	1473676	518930286,518930294,518930983,518930984,518930985,518922855,518931447,518931514	bostonherald.com	http://www.bostonherald.com/news/local_coverage/2016/03/final_goodbye_for_slain_cop
20160308	1	PROTEST	2	data showing employees	0								beckersasc.com	http://www.beckersasc.com/asc-coding-billing-and-collections/how-ascs-can-demonstrate-value-to-payers-4-key-concepts.html
20160308	1	ARREST	2014		1	United States	US	US	38	-97	US		reporterherald.com	http://www.reporterherald.com/opinion/rh-line-calls/ci_29608033/rh-line-calls-printed-march-8-2016
20160308	1	CRISISLEX_T03_DEAD	438		1	Liberia	LI	LI	6.5	-9.5	LI		voa.gov	http://editorials.voa.gov/content/continuing-the-fight-against-malaria/3224339.html
20160308	1	KILL	2	women	4	Greater Manchester, United Kingdom (General), United Kingdom	UK	UK00	53.45	-2.23333	-2597513		huffingtonpost.co.uk	http://www.huffingtonpost.co.uk/dr-siema-iqbal/break-the-silence_b_9398848.html
20160308	1	AFFECT	201		2	Connecticut, United States	US	USCT	41.5834	-72.7622	ct	518866480	norwichbulletin.com	http://www.norwichbulletin.com/article/20160307/OPINION/160309639
20160308	2	EPU_CATS_MIGRATION_FEAR_MIGRATION	2	camp	1	France	FR	FR	46	2	FR	518910677,518910596,518910602,518851166,518910677,518910700,518910701,518993256,518871695,519062142,519062719,519062964,519062965,519062966,519062967,519062968,519062969,518864869,519063001,519063004,519063023,519063025,519063026,519063027,519063028,519063029,519063030,519063033,519063067	thelocal.fr;thelocal.fr	http://www.thelocal.fr/20160308/first-respectable-refugee-camp-opens-in-france<UDIV>http://www.thelocal.fr/20160308/france-to-ask-uk-to-stump-up-more-money-for-calais-crisis
20160308	9	KILL	2019	FISH	1	Japan	JA	JA	36	138	JA	518932646,518932649,518932654,518933056,518933065,518933068,518933079,518933080,518933604,518933605,518933606,518933607,518933608,518932646,518932649,518933068,518933056,518933065,518933068,518933079,518933080,518933604,518933605,518933606,518933607,518933608,518932646,518932649,518933068,518933056,518933065,518933068,518933079,518933080,518933604,518933605,518933606,518933607,518933608,518932646,518932649,518933068,518933056,518933065,518933068,518933079,518933080,518933604,518933605,518933606,518933607,518933608,518932646,518932649,518933068,518933056,518933065,518933068,518933079,518933080,518933604,518933605,518933606,518933607,518933608,518932646,518932649,518933068,518933056,518933065,518933068,518933079,518933080,518933604,518933605,518933606,518933607,518933608,518932646,518932649,518933068,518933056,518933065,518933068,518933079,518933080,518933604,518933605,518933606,518933607,518933608,518932646,518932649,518933068,518933056,518933065,518933068,518933079,518933080,518933604,518933605,518933606,518933607,518933608,518932646,518932649,518933068,518933056,518933065,518933068,518933079,518933080,518933604,518933605,518933606,518933607,518933608	koin.com;wkrg.com;ktar.com;wpri.com;medicinehatnews.com;wbtw.com;whlt.com;wsav.com;northcoastnow.com	http://koin.com/ap/ap-journalists-recall-scenes-from-japans-3-fold-disaster/<UDIV>http://wkrg.com/ap/ap-journalists-recall-scenes-from-japans-3-fold-disaster/<UDIV>http://ktar.com/story/953102/ap-journalists-recall-scenes-from-japans-3-fold-disaster/<UDIV>http://wpri.com/ap/ap-journalists-recall-scenes-from-japans-3-fold-disaster/<UDIV>http://medicinehatnews.com/news/world-news/2016/03/07/ap-journalists-recall-scenes-from-japans-3fold-disaster/<UDIV>http://wbtw.com/ap/ap-journalists-recall-scenes-from-japans-3-fold-disaster/<UDIV>http://whlt.com/ap/ap-journalists-recall-scenes-from-japans-3-fold-disaster/<UDIV>http://wsav.com/ap/ap-journalists-recall-scenes-from-japans-3-fold-disaster/<UDIV>http://medinagazette.northcoastnow.com/2016/03/08/ap-journalists-recall-scenes-from-japan-disaster-five-years-ago/
20160308	3	CRISISLEX_CRISISLEXREC	2		4	Bharatpur, Rajasthan, India	IN	IN24	27.2167	77.4833	-2091382	518844673,518932689,518847012,518844673,518847012,518844673,518847012	ibtimes.co.in;newshub.org;newshub.org	http://www.ibtimes.co.in/west-bengal-3-killed-2-injured-murshidabad-crude-bomb-explosion-669768<UDIV>https://in.newshub.org/west-bengal-3-dead-2-injured-crude-bomb-blast-murshidabad-district-20994035.html<UDIV>http://in.newshub.org/west-bengal-3-dead-2-injured-crude-bomb-blast-murshidabad-district-20994035.html
20160308	1	AFFECT	6		3	Effingham County, Georgia, United States	US	USGA	32.3669	-81.3332	350219		savannahnow.com	http://savannahnow.com/accent/2016-03-07/health-matters
20160308	21	CRISISLEX_C07_SAFETY	5		2	Nevada, United States	US	USNV	38.4199	-117.122	nv	518854686,518854705,518854777,518854783,518856008,518856010,518856579,518854686,518854705,518854777,518854783,518856008,518856010,518856579,518854686,518854705,518865562,518854783,518867043,518854686,518854705,518854777,518865562,518854783,518856008,518856010,518856579,518867043,518854686,518854705,518854777,518865562,518854783,518856008,518856010,518856579,518867043,518854686,518854705,518865562,518854783,518867043,518854686,518854705,518865562,518854783,518867043,518854686,518854705,518865562,518854783,518867043,518854686,518854705,518865562,518854783,518867043,518854686,518854705,518865562,518854783,518867043,518854686,518854705,518854777,518854783,518856008,518856010,518856579,518854686,518854705,518865562,518854783,518867043,518854686,518854705,518854777,518865562,518854783,518856008,518856010,518856579,518867043,518854686,518854705,518854777,518865562,518854783,518856008,518856010,518856579,518867043,518854686,518854705,518865562,518854783,518867043,518854686,518854705,518865562,518854783,518867043,518854686,518854705,518865562,519012197,518854783,519013101,518854686,518854705,518854777,518854783,518856008,518856010,518856579,518854686,518854705,518865562,519012197,518854783,518867043,518854686,518854705,518854777,518865562,518854783,518856008,518856010,518856579,518867043	lebanon-express.com;fosters.com;opb.org;heraldandnews.com;columbustelegram.com;bonnercountydailybee.com;tucson.com;tdn.com;wdtimes.com;beloitdailynews.com;theet.com;columbian.com;caledonianrecord.com;katu.com;postbulletin.com;newsbug.info;vnews.com;nashuatelegraph.com;eagletribune.com;timesrecord.com;fosters.com	http://lebanon-express.com/news/state-and-regional/new-hampshire-man-charged-in-ranch-standoff-seeks-release/article_9f2ab72e-b716-560a-b2bf-2deedddf06bd.html<UDIV>http://www.fosters.com/article/20160307/NEWS/160309491/14372<UDIV>http://www.opb.org/news/series/burns-oregon-standoff-bundy-militia-news-updates/nevada-cliven-bundy-standoff-new-hampshire-man/<UDIV>http://www.heraldandnews.com/news/oregon/new-hampshire-man-charged-in-ranch-standoff-seeks-release/article_321d480a-ca7a-5b75-8e38-76d1ebbda0b7.html<UDIV>http://columbustelegram.com/news/national/new-hampshire-man-charged-in-ranch-standoff-seeks-release/article_faf28c47-d746-5775-ac33-318a23059a1b.html<UDIV>http://www.bonnercountydailybee.com/news/national/article_184ae05d-67c2-53e5-aca9-7e69df5c2343.html<UDIV>http://tucson.com/news/national/new-hampshire-man-charged-in-ranch-standoff-seeks-release/article_c5ed4fa6-1e92-5612-a14b-674c689e4b34.html<UDIV>http://tdn.com/news/state-and-regional/oregon/new-hampshire-man-charged-in-ranch-standoff-seeks-release/article_8bff0c12-6def-5d3f-b0a5-b06d7ee9e3a1.html<UDIV>http://www.wdtimes.com/news/national/article_639fd4ec-9203-52cb-9995-070642b4fb25.html<UDIV>http://www.beloitdailynews.com/news/national/new-hampshire-man-charged-in-ranch-standoff-seeks-release/article_2d9594da-e19f-574a-ac11-2d27c16001eb.html<UDIV>http://www.theet.com/web_exclusive/us/new-hampshire-man-charged-in-ranch-standoff-seeks-release/article_f633d8db-00d6-59bf-882c-45a7d2343403.html<UDIV>http://www.columbian.com/news/2016/mar/07/man-charged-in-nevada-standoff-seeks-release/<UDIV>http://www.caledonianrecord.com/news/regional/new-hampshire-man-charged-in-ranch-standoff-seeks-release/article_14d33154-0c0c-5bc3-b76f-a62e75fba7c9.html<UDIV>http://katu.com/news/local/new-hampshire-man-charged-in-ranch-standoff-seeks-release<UDIV>http://www.postbulletin.com/news/nation/new-hampshire-man-charged-in-ranch-standoff-seeks-release/article_cd3cac25-6e22-50e1-8fbe-30777f67d2c8.html<UDIV>http://www.newsbug.info/news/national/new-hampshire-man-charged-in-ranch-standoff-seeks-release/article_f1085d7c-729e-5ff2-909e-a7bc067e0055.html<UDIV>http://www.vnews.com/news/state/region/21447224-95/suspect-in-standoff-seeks-release<UDIV>http://www.nashuatelegraph.com/news/statenewengland/1077994-469/man-in-ranch-standoff-seeks-release.html<UDIV>http://www.eagletribune.com/news/new_hampshire/new-hampshire-man-charged-in-ranch-standoff-seeks-release/article_82c7872e-c14d-5ce7-9a20-b7837ce04dad.html<UDIV>http://www.timesrecord.com/news/2016-03-08/Front_Page/NH_man_charged_in_ranch_standoff_seeks_release.html<UDIV>http://www.fosters.com/article/20160308/NEWS/160309457/14372
20160308	2	ARREST	12		2	Florida, United States	US	USFL	27.8333	-81.717	fl	519148270,519148785,519148792,519149480,519149481,519149482,519149582,519149610,519148270,519148785,519148792,519149480,519149481,519149482,519149582,519149610	londonderrynh.net;londonderrynh.net	http://www.londonderrynh.net/2011/10/ten-arrested-in-two-weeks-for-drugs-and-alcohol-charges/43230/comment-page-1<UDIV>http://www.londonderrynh.net/2011/10/ten-arrested-in-two-weeks-for-drugs-and-alcohol-charges/43230
20160308	4	CRISISLEX_T03_DEAD	15419		1	South Africa	SF	SF	-29	24	SF	518945673,519138023,518945673,519138023,518945673,519138023,518945673,519138023	thenewage.co.za;thenewage.co.za;ann7.com;ann7.com	http://www.thenewage.co.za/new-road-safety-strategy-kicks-off/<UDIV>http://www.thenewage.co.za/new-road-safety-strategy-kicks-off/<UDIV>http://www.ann7.com/new-road-safety-strategy-kicks-off/<UDIV>http://www.ann7.com/new-road-safety-strategy-kicks-off/
20160308	1	POVERTY	2000000		4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227		philstar.com	http://www.philstar.com/cebu-lifestyle/2016/03/09/1561123/day...-march-9
20160308	1	ARREST	3	women	2	Iowa, United States	US	USIA	42.0046	-93.214	ia	518876971,518877106	kmtv.com	http://www.kmtv.com/news/local-news/3-woman-arrested-after-meth-found-during-iowa-traffic-stop
20160308	1	SOC_GENERALCRIME	10		3	Pequot Lakes, Minnesota, United States	US	USMN	46.603	-94.3094	649276		brainerddispatch.com	http://www.brainerddispatch.com/news/crime/3981357-police-blotter-march-8
20160308	3	PROTEST	245		1	Guatemala	GT	GT	15.5	-90.25	GT	519031706,519031883,519031706,519031883,519031706,519031883	vice.com;vice.com;vice.com	http://noisey.vice.com/en_uk/blog/rebeca-lane-guatemala-interview-2016<UDIV>http://noisey.vice.com/blog/rebeca-lane-guatemala-interview-2016<UDIV>http://noisey.vice.com/en_au/blog/rebeca-lane-guatemala-interview-2016
20160308	2	PROTEST	24		1	Peru	PE	PE	-10	-76	PE	518863555,518863557,518864076,518864092,518863754,518864076,518864092,518864175,518864176,518864981,518864997,518865018,518865100,518998581,518866074,518866076,518866078,518999124,518863555,518863557,518864076,518864092,518863754,518864076,518864092,518864175,518864176,518864981,518864997,518865018,518865100,518998581,518866074,518866076,518866078,518999124	mirror.co.uk;mirror.co.uk	http://www.mirror.co.uk/news/world-news/amazonian-tribe-takes-8-public-7514054<UDIV>http://www.mirror.co.uk/news/world-news/amazonian-tribe-takes-eight-public-7514054
